sentence_id,article_id,article_text,published_time,sentiment,NER,topic_id,topic_representation
000-010,000,The prospect of the situation between Russia and Ukraine remains highly uncertain.,2022-02-23,negative,"{'Russia': ('LOC', 1), 'Ukraine': ('LOC', 1)}",-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
000-011,000,The US and West countries immediately condemned Russia's move.,2022-02-23,negative,"{'US': ('LOC', 1), 'West': ('LOC', 1), 'Russia': ('LOC', 1)}",-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
000-012,000,"The White House officials said further ""coordinated"" sanctions directed at Russia would be announced on Tuesday.",2022-02-23,neutral,"{'White House': ('LOC', 1), 'Russia': ('LOC', 1)}",-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
000-013,000,"UN Secretary-General António Guterres said Russia's decision is ""a violation of the territorial integrity and sovereignty of Ukraine and inconsistent with the principles of the Charter of the UN.""",2022-02-23,positive,"{'UN': ('ORG', 2), 'of': ('ORG', 1), 'António Guterres': ('PER', 1), 'Russia': ('LOC', 1), 'Ukraine': ('LOC', 1), 'Charter': ('MISC', 1)}",33,"['integrity', 'inconsistent', 'donbass', 'implementation', 'charter', 'agreement', 'sovereignty', 'minsk', 'principles', 'decrees']"
000-014,000,"He called for addressing ""all issues peacefully.""",2022-02-23,positive,{},-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
000-015,000,"Many countries said they should not give up diplomatic means to peacefully solve the problem and underlined that ""constructive diplomacy is the need of the hour.",2022-02-23,positive,{},11,"['scale', 'provoked', 'martial', 'peacefully', 'constructive', 'impose', 'escalation', 'aggressive', 'diplomacy', 'measures']"
000-016,000,"""The Russia-Ukraine crisis is a dual crisis, in which bilateral conflicts between Russia and Ukraine are intertwined with the strategic suppression that NATO's eastward expansion has brought to Russia.",2022-02-23,negative,"{'Russia': ('LOC', 3), 'Ukraine': ('LOC', 2), 'NATO': ('ORG', 1)}",-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
000-017,000,All relevant parties have put forward their own security demands before.,2022-02-23,positive,{},-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
000-018,000,"Although no consensus was reached, that doesn't necessarily mean a complete breakup of negotiations.",2022-02-23,negative,{},12,"['breakup', 'footing', 'rivals', 'battle', 'confrontation', 'negotiations', 'consensus', 'tensions', 'strategy', 'sanctions']"
000-019,000,It hasn't reached the point that the issue must be solved by war.,2022-02-23,negative,{},-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
000-020,000,Whether the situation will further escalate next mainly depends on the scale of the US sanctions imposed on Russia and whether Russia will be provoked to take more aggressive measures.,2022-02-23,negative,"{'US': ('LOC', 1), 'Russia': ('LOC', 2)}",11,"['scale', 'provoked', 'martial', 'peacefully', 'constructive', 'impose', 'escalation', 'aggressive', 'diplomacy', 'measures']"
000-021,000,Peace and no war is in the biggest and common interests of all countries in the EU continent.,2022-02-23,positive,"{'EU': ('ORG', 1)}",30,"['reminding', 'flames', 'continent', 'lead', 'escalation', 'pressure', 'war', 'ukraine', 'airstrikes', 'bombed']"
000-022,000,"In this sense, only by achieving a soft landing for the Russia-Ukraine crisis can EU realize peace.",2022-02-23,negative,"{'Russia': ('MISC', 1), 'Ukraine': ('LOC', 1), 'EU': ('ORG', 1)}",-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
000-023,000,"True security should be inalienable, common, integrated, cooperative and sustainable.",2022-02-23,positive,{},52,"['declassified', 'sustainable', 'emotion', 'cooperative', 'documents', 'nixon', 'power', 'balance', 'kissinger', 'security']"
000-024,000,"This means all sides' security interests should be respected and safeguarded, and if any party's security concerns are ignored or even trampled on, geopolitical disputes will continue and never cease.",2022-02-23,positive,{},-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
000-025,000,The knot must be untied by the one who tied it.,2022-02-23,neutral,{},-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
000-026,000,Russia and Ukraine need to have face-to-face dialogues.,2022-02-23,neutral,"{'Russia': ('LOC', 1), 'Ukraine': ('LOC', 1)}",51,"['reconsider', 'recall', 'dialogues', 'diplomatic', 'affairs', 'ukraine', 'prosecuted', 'channels', 'speaking', 'opposition']"
000-027,000,The US and NATO should be pulled back from the Russia-Ukraine crisis as much as possible and there should be no more complicated elements added to influence the situation.,2022-02-23,negative,"{'US': ('LOC', 1), 'Ukraine': ('LOC', 1), 'NATO': ('ORG', 1), 'Russia': ('MISC', 1)}",-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
000-028,000,"In particular, at a time when the situation is uncertain, all sides should leave some space for Russia and Ukraine to solve the problems.",2022-02-23,negative,"{'Russia': ('LOC', 1), 'Ukraine': ('LOC', 1)}",23,"['zedong', 'handshake', 'mao', 'outbreak', 'reorganize', 'chairman', 'trump', 'powers', 'nixon', 'kissinger']"
000-029,000,"Confrontation, sanctions, or even a direct battle will not help ease tensions.",2022-02-23,negative,{},12,"['breakup', 'footing', 'rivals', 'battle', 'confrontation', 'negotiations', 'consensus', 'tensions', 'strategy', 'sanctions']"
000-030,000,The flames scattered in eastern Ukraine are reminding all parties of the fact that blindly imposing pressure will only lead to an escalation of conflicts.,2022-02-23,negative,"{'Ukraine': ('LOC', 1)}",30,"['reminding', 'flames', 'continent', 'lead', 'escalation', 'pressure', 'war', 'ukraine', 'airstrikes', 'bombed']"
000-031,000,"What is most needed there are restraints and rationality, as well as constructive efforts of the international community.   ",2022-02-23,positive,{},42,"['charhar', 'rationality', 'forum', 'constructive', 'examples', 'china', 'twig', 'theme', 'philosophy', 'farewell']"
000-032,000,China has no self-interest in the Ukraine issue.,2022-02-23,negative,"{'China': ('LOC', 1), 'Ukraine': ('LOC', 1)}",-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
000-033,000,It has always upheld a fair and responsible attitude and will decide its own position based on the merits of the matter itself.,2022-02-23,positive,{},-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
000-034,000,"Although all parties have different views on the Ukraine crisis, the top priority now is to avoid any actions that could intensify tensions.",2022-02-23,negative,"{'Ukraine': ('LOC', 1)}",-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
000-035,000,The international community should reach such a consensus as soon as possible.,2022-02-23,neutral,{},-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
000-036,000,The development of the Ukraine situation is the result of a series of complex factors.,2022-02-23,neutral,"{'Ukraine': ('LOC', 1)}",16,"['deteriorating', 'factors', 'boris', 'diplomatic', 'ukraine', 'stable', 'supermarket', 'revising', 'telegraph', 'deadline']"
000-037,000,"Now that it has come to the brink of a cliff, all parties should work together to pull it back.",2022-02-23,positive,{},-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
001-000,001, Ukraine President Volodymyr Zelensky said on Tuesday that he expects no conflict with Russia.,2022-02-23,positive,"{'Ukraine': ('LOC', 1), 'Russia': ('LOC', 1), 'Volodymyr Zelensky': ('PER', 1)}",13,"['zelensky', 'confident', 'expects', 'governments', 'emergency', 'kiev', 'ukraine', 'lugansk', 'donetsk', 'zelenskiy']"
001-001,001,"""We believe that there will be no large-scale war against Ukraine, and there won't be a wide escalation from the side of Russia,"" Volodymyr Zelensky said, adding that Kiev stands ready to impose a martial law if there is aggression against Ukraine.",2022-02-23,neutral,"{'Ukraine': ('LOC', 2), 'Russia': ('LOC', 1), 'Kiev': ('LOC', 1), 'Volodymyr Zelensky': ('PER', 1)}",11,"['scale', 'provoked', 'martial', 'peacefully', 'constructive', 'impose', 'escalation', 'aggressive', 'diplomacy', 'measures']"
001-002,001,"Earlier in the day, Volodymyr Zelensky said that he was weighing a request from the foreign ministry to sever diplomatic ties with Russia.",2022-02-23,neutral,"{'Volodymyr Zelensky': ('PER', 1), 'Russia': ('LOC', 1)}",17,"['actions', 'georgian', 'interests', 'russo', 'obama', 'strait', 'safeguarding', 'secessionist', 'interference', 'zelensky']"
001-003,001,"Russia President Vladimir Putin on Monday signed two decrees recognizing ""the Lugansk (LPR)"" and ""the Donetsk (DPR)"" as independent and sovereign states.",2022-02-23,neutral,"{'Russia': ('LOC', 1), 'Lugansk': ('LOC', 1), 'Donetsk': ('LOC', 1), 'Vladimir Putin': ('PER', 1), 'LPR': ('ORG', 1), 'DPR': ('ORG', 1)}",15,"['decrees', 'sovereign', 'signed', 'dpr', 'lpr', 'donetsk', 'putin', 'vcgrussia', 'decree', 'xinhua']"
001-004,001,"At a ceremony held in the Kremlin, Vladimir Putin also inked the treaty of friendship, cooperation and mutual assistance between Russia and the LPR and the DPR respectively with the heads of the two ""republics,"" a Kremlin statement said.",2022-02-23,positive,"{'Kremlin': ('LOC', 2), 'Russia': ('LOC', 1), 'Vladimir Putin': ('PER', 1), 'LPR': ('ORG', 1), 'DPR': ('ORG', 1)}",9,"['kremlin', 'republics', 'internationalizing', 'adoption', 'senators', 'hides', 'maliciously', 'treaty', 'intentions', 'federation']"
002-000,002, UK Prime Minister Boris Johnson announced on Tuesday a range of sanctions against Russia in response to the latest development in Ukraine.,2022-02-23,neutral,"{'UK': ('LOC', 1), 'Russia': ('LOC', 1), 'Ukraine': ('LOC', 1), 'Boris Johnson': ('PER', 1)}",-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
002-001,002,"Boris Johnson told the House of Commons that Russia President Vladimir Putin had violated the Minsk agreements by recognizing the ""Lugansk"" and the ""Donetsk"" as independent and sovereign states.",2022-02-23,negative,"{'Boris Johnson': ('PER', 1), 'Vladimir Putin': ('PER', 1), 'House of Commons': ('ORG', 1), 'Russia': ('LOC', 1), 'Minsk': ('LOC', 1), 'Lugansk': ('LOC', 1), 'Donetsk': ('LOC', 1)}",19,"['commons', 'violated', 'bases', 'scheduled', 'lavrov', 'minsk', 'boris', 'sovereign', 'lugansk', 'donetsk']"
002-002,002,"Announcing the sanctions, Boris Johnson said that UK would sanction five Russia banks and three very high net worth individuals.",2022-02-23,positive,"{'Boris Johnson': ('PER', 1), 'UK': ('LOC', 1), 'Russia': ('LOC', 1)}",49,"['net', 'financing', 've', 'sanction', 'cut', 'banks', 'boris', 'sanctions', 'transport', 'foreign']"
002-003,002,"""Any assets they hold in the UK will be frozen, the individuals concerned will be banned from traveling here, and we will prohibit all UK individuals and entities from having any dealings with them,"" he said, adding that this is the ""first tranche, the first barrage, of what we are prepared to do alongside the US and the EU if the situation escalates still further.",2022-02-23,positive,"{'UK': ('LOC', 2), 'US': ('LOC', 1), 'EU': ('ORG', 1)}",-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
002-004,002,"""Russia has vowed to retaliate if new sanctions are imposed.",2022-02-23,negative,"{'Russia': ('LOC', 1)}",31,"['retaliate', 'imposed', 'sanctions', 'russia', 'rebuffing', 'deter', 'aggression', 'impose', 'blinken', 'antony']"
002-005,002,"Vladimir Putin said on Monday he was aware that the West was trying to ""blackmail"" Russia again with sanctions, but said he believed that sanctions would continue just because Russia exists, regardless of the situation in Ukraine.",2022-02-23,neutral,"{'Vladimir Putin': ('PER', 1), 'West': ('LOC', 1), 'Russia': ('LOC', 2), 'Ukraine': ('LOC', 1)}",-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
002-006,002,Boris Johnson said UK would not give up on seeking a diplomatic resolution to the situation in Ukraine.,2022-02-23,neutral,"{'Boris Johnson': ('PER', 1), 'UK': ('LOC', 1), 'Ukraine': ('LOC', 1)}",16,"['deteriorating', 'factors', 'boris', 'diplomatic', 'ukraine', 'stable', 'supermarket', 'revising', 'telegraph', 'deadline']"
003-000,003," The chief of the NATO (NATO) has urged Russia to ""choose the path of diplomacy"" in the conflict with Ukraine.",2022-02-23,negative,"{'NATO': ('ORG', 2), 'Russia': ('LOC', 1), 'Ukraine': ('LOC', 1)}",-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
003-001,003,"""This is the most dangerous moment in EU security for a generation,"" NATO Secretary General Jens Stoltenberg said at the conclusion of an extraordinary meeting of the NATO-Ukraine Commission here on Tuesday.",2022-02-23,negative,"{'EU': ('ORG', 1), 'NATO - Ukraine Commission': ('ORG', 2), 'Jens Stoltenberg': ('PER', 1)}",-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
003-002,003,"""EU and North US continue to stand strong together in NATO, committed to defend and protect each other,"" he said.",2022-02-23,positive,"{'EU': ('ORG', 1), 'NATO': ('ORG', 1), 'North US': ('LOC', 1)}",22,"['defend', 'protect', 'stand', 'treaties', 'cooperative', 'establish', 'communiqu', 'relationship', 'nato', 'eu']"
003-003,003,He said NATO put its Response Force on higher readiness several weeks ago and has 100 jets on high alert and 120 ships at sea.,2022-02-23,positive,"{'NATO': ('ORG', 1), 'Response Force': ('ORG', 1)}",50,"['jets', 'ships', 'readiness', 'alert', 'sea', 'force', 'nato', 'reinforcements', 'ministers', 'meeting']"
003-004,003,"However, he stressed that it was not late to choose the path of diplomacy rather than attack as he called on Russia to engage in talks to find a political solution to the conflict.",2022-02-23,negative,"{'Russia': ('LOC', 1)}",-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
003-005,003,He welcomed the economic sanctions announced by many NATO allies and the decision by the Germany government that it cannot certify the Nord Stream 2 pipeline.,2022-02-23,positive,"{'NATO': ('ORG', 1), 'Germany': ('LOC', 1), 'Nord Stream 2': ('MISC', 1)}",37,"['germany', 'nord', 'pipeline', 'allies', 'pacific', 'geopolitical', 'taiwan', 'sanctions', 'nato', 'eu']"
003-006,003,Stoltenberg also said that Russia forces continue to prepare for a potential attack on Ukraine after Moscow recognized two separatist regions as independent.,2022-02-23,negative,"{'Stoltenberg': ('PER', 1), 'Russia': ('LOC', 1), 'Ukraine': ('LOC', 1), 'Moscow': ('LOC', 1)}",-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
003-007,003,"Russia President Vladimir Putin on Monday signed two decrees recognizing the ""Lugansk (LPR)"" and the ""Donetsk (DPR)"" as independent and sovereign states.",2022-02-23,neutral,"{'Russia': ('LOC', 1), 'Lugansk': ('LOC', 1), 'Donetsk': ('LOC', 1), 'Vladimir Putin': ('PER', 1), 'LPR': ('ORG', 1), 'DPR': ('ORG', 1)}",15,"['decrees', 'sovereign', 'signed', 'dpr', 'lpr', 'donetsk', 'putin', 'vcgrussia', 'decree', 'xinhua']"
003-008,003,"The EU security crisis was caused by NATO's eastward expansion, which has led to the loss of mutual trust, Vladimir Putin said on Monday.",2022-02-23,negative,"{'EU': ('ORG', 1), 'NATO': ('ORG', 1), 'Vladimir Putin': ('PER', 1)}",-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
003-009,003,"He said it was just for NATO to accept Ukraine as a member state and then build facilities on its territory, which would dramatically raise the level of military threats to Russia.",2022-02-23,negative,"{'NATO': ('ORG', 1), 'Ukraine': ('LOC', 1), 'Russia': ('LOC', 1)}",-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
004-000,004," The EU (EU) is ready to take further action against Russia if it continues to escalate the crisis, EU Commission President Ursula von der Leyen warned here on Tuesday.",2022-02-23,negative,"{'EU': ('ORG', 2), 'EU Commission': ('ORG', 3), 'Russia': ('LOC', 1), 'Ursula von der Leyen': ('PER', 1)}",25,"['refused', 'ursula', 'proclaimed', 'eu', 'status', 'action', 'der', 'pharma', 'disbursement', 'lifted']"
004-001,004,"In a statement, von der Leyen said EU member states had given their political consent to a new package of sanctions against Russia following its recognition of the independence of the Ukraine regions of Donetsk and Luhansk.",2022-02-23,positive,"{'von der Leyen': ('PER', 1), 'EU': ('ORG', 1), 'Russia': ('LOC', 1), 'Ukraine': ('LOC', 1), 'Donetsk': ('LOC', 1), 'Luhansk': ('LOC', 1)}",-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
004-002,004,"The package contains a number of ""calibrated measures"" targeting banks that finance the Russia military apparatus and contribute to the destabilization of Ukraine.",2022-02-23,positive,"{'Russia': ('LOC', 1), 'Ukraine': ('LOC', 1)}",41,"['calibrated', 'destabilization', 'manipulation', 'targeting', 'banks', 'dpp', 'ukraine', 'spfs', 'alexei', 'traced']"
004-003,004,"It also bans trade between the two breakaway regions and the EU, as it did with Crimea in 2014, and limits the Russia government's ability to raise capital on the EU's financial markets.",2022-02-23,positive,"{'EU': ('ORG', 2), 'Crimea': ('LOC', 1), 'Russia': ('LOC', 1)}",-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
004-004,004,"Russia President Vladimir Putin on Monday evening signed decrees recognizing the independence of two self-proclaimed regions in eastern Ukraine's Donbass as ""the Lugansk (LPR)"" and ""the Donetsk (DPR).""Russia has done everything to preserve the territorial integrity of Ukraine by fighting for the implementation of 2015 Minsk agreement, but all the efforts ended up in vain, Vladimir Putin said on Monday.",2022-02-23,negative,"{'Russia': ('LOC', 2), 'Ukraine': ('LOC', 2), 'Donbass': ('LOC', 1), 'Lugansk': ('LOC', 1), 'Donetsk': ('LOC', 1), 'Minsk': ('LOC', 1), 'Vladimir Putin': ('PER', 2), 'LPR': ('ORG', 1), 'DPR': ('ORG', 1)}",33,"['integrity', 'inconsistent', 'donbass', 'implementation', 'charter', 'agreement', 'sovereignty', 'minsk', 'principles', 'decrees']"
004-005,004,"The security crisis occurred due to NATO's eastward expansion, which has led to the loss of mutual trust with Russia, he noted.",2022-02-23,negative,"{'NATO': ('ORG', 1), 'Russia': ('LOC', 1)}",-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
004-006,004,"According to Josep Borrell, EU's High Representative for Foreign Affairs and Security Policy, the package comprises sanctions against 351 members of the Russia State Duma (lower house of the country's Federal Assembly) who voted to recognize the two regions.",2022-02-23,positive,"{'Josep Borrell': ('PER', 1), 'EU': ('ORG', 1), 'State Duma': ('ORG', 1), 'Federal Assembly': ('ORG', 1), 'Russia': ('LOC', 1)}",53,"['comprises', 'representative', 'duma', 'lower', 'package', 'policy', 'kiev', 'independence', 'regions', 'donetsk']"
004-007,004,"The EU will also ""target 27 individuals and entities who are playing a role in undermining or threatening Ukraine's territorial integrity, sovereignty and independence,"" he said.",2022-02-23,negative,"{'EU': ('ORG', 1), 'Ukraine': ('LOC', 1)}",-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
004-008,004,"Furthermore, the sanctions aim to target the Russia state's ability to access the EU's capital and financial markets and services.",2022-02-23,positive,"{'Russia': ('LOC', 1), 'EU': ('ORG', 1)}",-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
004-009,004,"""If",2022-02-23,neutral,{},31,"['retaliate', 'imposed', 'sanctions', 'russia', 'rebuffing', 'deter', 'aggression', 'impose', 'blinken', 'antony']"
004-010,004,"Russia continues to escalate this crisis that it has created, we are ready to take further action in response,"" von der Leyen said.",2022-02-23,negative,"{'Russia': ('LOC', 1), 'von der Leyen': ('PER', 1)}",-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
004-011,004,"On the controversial Russia-Germany Nord Stream 2 gas pipeline, von der Leyen said she believed that the Germany government was ""absolutely right"" to stop the project, which must be assessed in light of the security of energy supply for all of EU.",2022-02-23,positive,"{'Russia': ('MISC', 1), 'Nord Stream 2': ('MISC', 1), 'Germany': ('LOC', 2), 'von der Leyen': ('PER', 1), 'EU': ('ORG', 1)}",-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
004-012,004,"""This crisis shows that EU is still too dependent on Russia gas.",2022-02-23,negative,"{'EU': ('ORG', 1), 'Russia': ('LOC', 1)}",-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
004-013,004,We have to diversify our suppliers and massively invest in renewables.,2022-02-23,neutral,{},-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
004-014,004,"This is a strategic investment in our energy independence,"" she said.",2022-02-23,positive,{},43,"['dmytro', 'kuleba', 'briefing', 'lavrov', 'blinken', 'energy', 'strategic', 'ukraine', 'split', 'orthodox']"
004-015,004,The conflict in eastern Ukraine began in April 2014 with fightings between the Ukraine government troops and local armed groups who seized several towns.,2022-02-23,negative,"{'Ukraine': ('LOC', 2)}",39,"['pervade', 'societies', 'polarization', 'inequality', 'pandemic', 'conflict', 'troops', 'geopolitical', 'tensions', 'ukraine']"
004-016,004,"With the mediation of the global community, the two sides in Belarus' capital of Minsk reached ceasefire agreements in September 2014 and February 2015 respectively.",2022-02-23,positive,"{'Belarus': ('LOC', 1), 'Minsk': ('LOC', 1)}",20,"['veb', 'ceasefire', 'mediation', 'berlin', 'bank', 'belarus', 'nord', 'pipeline', 'agreements', 'minsk']"
004-017,004,Russia has been seeking NATO's guarantee to halt eastward expansion.,2022-02-23,positive,"{'Russia': ('LOC', 1), 'NATO': ('ORG', 1)}",-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
004-018,004,"However, U.S. President Joe Biden's administration took a hard line against Russia, supporting Ukraine's efforts to join the U.S.-led military alliance and increasing its military assistance to Ukraine, which has re-escalated tensions in the region.",2022-02-23,positive,"{'U': ('LOC', 2), 'S': ('LOC', 1), 'Russia': ('LOC', 1), 'Ukraine': ('LOC', 2), 'Joe Biden': ('PER', 1), 'S.': ('MISC', 1)}",-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
004-019,004,"The situation in eastern Ukraine has been getting worse since Feb. 17, as the Ukraine government and local armed groups blamed each other for launching aggressive bombards.",2022-02-23,negative,"{'Ukraine': ('LOC', 2)}",-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
005-000,005," Russia, or the upper house of parliament, on Tuesday approved Russia President Vladimir Putin's request for the use of military abroad.",2022-02-23,positive,"{'Russia': ('LOC', 2), 'Vladimir Putin': ('PER', 1)}",44,"['banning', 'executive', 'abide', 'approved', 'commitments', 'biden', 'intention', 'moscow', 'signed', 'lugansk']"
005-001,005,"""Senators unanimously supported the adoption of the relevant Resolution,"" said a statement published on the website of the Federation Council.",2022-02-23,positive,"{'Resolution': ('MISC', 1), 'Federation Council': ('ORG', 1)}",9,"['kremlin', 'republics', 'internationalizing', 'adoption', 'senators', 'hides', 'maliciously', 'treaty', 'intentions', 'federation']"
005-002,005,"Vladimir Putin on Tuesday submitted a proposal that the Federation Council approve a resolution authorizing the use of the Armed Forces of Russia abroad on the basis of the generally accepted principles and norms of international law, according to the Kremlin.",2022-02-23,positive,"{'Vladimir Putin': ('PER', 1), 'Federation Council': ('ORG', 1), 'Armed Forces of': ('ORG', 1), 'Russia': ('LOC', 1), 'Kremlin': ('LOC', 1)}",-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
